id;river_full_name;river_dest;side;dest_from_end;length;watershed_area;ten_km_trib_amount;ten_km_trib_sum_len;lakes_amount;lakes_sum_area;table3_id
I. Бассейн р. Оби от впадения р. Алея до устья р. Томи;;;;;;;;;;;
3485;без названия;Ельцовка;(пр);21;16;;—;—;;;
3486;без названия;»;(лв);10;17;;—;—;;;
3487;без названия;без названия № 3486;(пр);2;13;;—;—;;;
3488;Радайка;Тым;»;10;58;;6;16;;;
3489;Логалька;Обь;(лв);2053;56;;39;111;;;
3490;Бол. Вешак;Логалька;»;8;18;;35;93;;;
3491;протока Миля;Обь;(пр);2034;56;;—;—;;;
3492;Конгар;протока Миля;»;40;41;;3;6;;;
3493;Тыдель-Тым;Конгар;(лв);19;32;;2;10;;;
3494;протока Жаркова;Тыдель-Тым;(пр);13;42;;—;—;;;
3495;протока Киевская;протока Миля ;»;35;—;;—;—;;;
3496;без названия;Обь;(лв);2027;14;;14;38;;;
3497;протока Данилина;»;(пр);2004;20;;—;—;;;
3498;протока Пырчинский Исток;»;»;1990;37;;—;—;;;
3499;протока Нилин Исток;протока Пырчинский Исток;(пр);11;34;;—;—;;;
3500;протока Панинский Исток;протока Нилин Исток;(пр);18;58;;—;—;;;
3501;без названия;протока Панинский Исток;(пр);38;28;;—;—;;;
3502;протока Первый Исток;»;(лв);12;46;;—;—;;;
3503;протока Мурасовский Исток;протока Нилин Исток;(лв);14;24;;—;—;;;
3504;Аккишный Исток;Обь;»;1978;28;;—;—;;;
3505;протока Киевская;»;(пр);1969;101;;—;—;;;
3506;протока Жаркова;протока Киевская;»;92;42;;—;—;;;
3507;Ельцовка;»;»;78;30;;1;2;;;
3508;без названия;Ельцовка;»;18;12;;1;2;;;
3509;Куеган;Ельцовка;(пр);2;10;;—;—;;;
3510;протока без названия;протока Киевская;(лв);72;36;;—;—;;;
3511;Киевский Еган;»;(пр);68;339;4140;20;105;;;
3512;Нижняя;Киевский Еган;(лв);295;12;;1;9;;;
3513;без названия;»;»;277;12;;—;—;;;
3514;Потын-Еган;»;»;261;30;;—;—;;;
3515;Орты-Еган;Потын-Еган;»;21;10;;—;—;;;
3516;Варь-Ях;Киевский Еган;(пр);258;20;;7;24;;;
3517;без названия;»;(лв);240;10;;2;8;;;
3518;Корчек;»;(пр);224;12;;1;9;;;
3519;Бол. Корчек;Корчек;(лв);12;32;;6;21;;;
3520;Мал. Корчек;»;(пр);12;11;;—;—;;;
3521;Большая;Киевский Еган;(лв);206;77;521;1;9;;;
3522;Собачья;Большая;»;17;21;;3;8;;;
3523;Сартымур;Киевский Еган;»;193;10;;—;—;;;
3524;Тунголька;»;(пр);183;16;;1;8;;;
3525;Окуневка;»;(лв);149;35;;3;12;;;
3525;без названия;Окуневка;»;15;10;;—;—;;;
3527;Сухая;Киевский Еган;(лв);119;18;;—;—;;;
3528;Чебачья;»;(пр);110;21;;—;—;;;
3529;Выдровка;»;(лв);82;26;;2;4;;;
3530;Лесная;Выдровка;(пр);21;9;;—;—;;;
3531;Порная;Киевский Еган;(лв);20;34;;1;2;;;
3532;Сорная;Порная;»;2;13;;1;2;;;
3533;протока без названия;Киевский Еган;(пр);47;13;;—;—;;;
3534;протока без названия;»;»;40;35;;6;9;;;
3535;протока без названия;»;»;10;16;;—;—;;;
3536;Чебачья;»;»;2;14;;—;—;;;
3537;Озерная;протока Киевская;»;30;29;;4;20;;;
3538;без названия;протока Киевская;(пр);21;10;;2;3;;;
3539;Пиковский Еган;»;»;7;150;1450;5;26;;;
3540;Нянь-Еган;Пиковский Еган;(лв);122;19;;—;—;;;
3541;Туга-Еган 2-й;»;»;114;34;;4;8;;;
3542;Патын-Еган;»;»;81;27;;—;—;;;
3543;Туга-Еган;Патын-Еган;(пр);2;14;;1;3;;;
3544;Пюга;Пиковский Еган;(лв);79;14;;—;—;;;
3545;Окуневка;»;(пр);21;57;439;5;12;;;
3546;Пех-Юда;Окуневка;(лв);11;24;;—;—;;;
3547;Боровка;Пех-Юда;(пр);2;13;;—;—;;;
3548;протока Амбарский Пасал;Обь;»;1954;25;;—;—;;;
3549;Хаты-Ентарь;протока Амбарский Пасал;(пр);8;33;;5;18;;;
3550;Амбарная;»;»;8;119;561;12;42;;;
3551;Ягарт;Амбарная;(лв);79;18;;2;3;;;
3552;Мал. Амбарная;протока Амбарский Пасал;(пр);1;11;;1;2;;;
3553;без названия;Обь;»;1949;21;;—;—;;;
3554;протока без названия;»;»;1927;10;;—;—;;;
3555;Вартовская;протока без названия № 3554;(пр);6;159;975;7;27;;;
3556;без названия;Вартовская;(лв);150;10;;1;1;;;
3557;Мал. Вартовская;»;»;108;44;;5;9;;;
3558;Мал. Ихне-Яга;»;(пр);67;46;;3;6;;;
3559;Улатюшка;протока без названия № 3554;(пр);4;14;;—;—;;;
3560;Назинская;Обь;»;1926;204;2 430;26;87;;;
3561;Безымянная;Назинская;(лв);199;11;;1;4;;;
3562;без названия;»;(пр);175;10;;1;6;;;
3563;без названия;»;»;174;11;;1;3;;;
3564;Яренга;»;»;150;14;;4;8;;;
3565;Ай-Ях;Назинская;(пр);118;20;;1;6;;;
3566;Мыгы-Тын;»;(лв);61;72;387;8;24;;;
3567;Урынь-Ях;»;»;46;20;;1;2;;;
3568;Иллипех;»;»;38;13;;—;—;;;
3569;Нань-Ях;»;(пр);30;51;697;6;10;;;
3570;Сред. Нань-Ях;Нань-Ях;(лв);51;13;;1;4;;;
3571;Мал. Нань-Ях;»;(пр);51;14;;2;6;;;
3572;Бол. Нань-Ях;»;(лв);27;23;;4;16;;;
3573;протока Паня;Обь;»;1900;140;;;;;;
3574;без названия;протока Паня;»;134;10;;1;3;;;
3575;Лымжа;»;»;134;91;670;13;38;;;
3576;Бурундучья;Лымжа;(пр);76;12;;—;—;;;
3577;Кулымекая;»;»;61;15;;5;12;;;
3578;Тараскин Исток;»;»;51;17;;3;4;;;
3579;Маленькая;»;(лв);17;9;;9;16;;;
3580;Панисский Исток;протока Паня;»;122;32;;8;14;;;
3581;Панинский Еган;Панисский Исток;»;7;33;;34;66;;;
3582;без названия;Панинский Еган;»;22;12;;5;14;;;
3583;без названия;»;»;3;12;;9;20;;;
3584;без названия;протока Паня;»;109;11;;7;14;;;
3585;Кол-Еган;»;»;108;23;;23;66;;;
3586;протока Иловая;»;(пр);36;14;;—;—;;;
3587;протока Криволуцкий Пасал;»;(лв);20;80;;—;—;;;
3588;Кулымский Еган;протока Криволуцкий Пасал;(лв);66;72;958;46;120;;;
3589;Ягель-Ях;Кулымский Еган;»;53;20;;18;60;;;
3590;Сыр-Кон-Ехы;»;(пр);40;11;;8;20;;;
3591;Кудельная;»;(лв);31;21;;26;63;;;
3592;Медвежья;»;»;6;26;;26;66;;;
3593;Каласан-Еган;протока Криволуцкий Пасал;(лв);46;12;;16;44;;;
3594;Вась-Еган;»;»;28;12;;15;38;;;
3595;без названия;»;(пр);24;30;;5;12;;;
3596;протока Осмега;протока Паня;(лв);6;14;;—;—;;;
3597;протока Мегипугольская;Обь;(пр);1891;10;;—;—;;;
3598;протока Пасал;протока Мегипугольская;(пр);9;30;;—;—;;;
3599;Криволуцкая;протока Пасал;»;7;23;;3;9;;;
3600;Мал. Мегипугольская;протока Мегипугольская;(пр);4;54;276;6;30;;;
3601;Бол. Мегипугольская;»;»;2;64;338;6;21;;;
3602;протока Сокон-Вар;Обь;»;1866;5;;—;—;;;
3603;протока Панковский Пасал;»;(лв);1825;88;;—;—;;;
3604;Окуневка;протока Панковский Пасал;(лв);42;70;480;53;165;;;
3605;Ильяк ;»;»;38;78;2 960;18;68;;;542
3606;Лев. Ильяк;Ильяк;»;78;108;978;69;201;;;
3607;Сутыгинская;Лев. Ильяк;(пр);73;19;;16;44;;;
3608;Озерная;»;(лв);56;19;;3;8;;;
3609;без названия;Озерная;(пр);7;11;;2;4;;;
3610;Корниловская;Лев. Ильяк;»;35;32;;31;63;;;
3611;Ай-Игол;Ильяк;»;78;76;922;35;105;;;
3612;Безымянная;Ай-Игол;(лв);40;20;;15;42;;;
3613;Таежная;»;»;30;15;;10;26;;;
3614;Тунгусская;»;(пр);23;30;;29;63;;;
3615;Рыбтрестовская;Ильяк;(лв);72;15;;—;—;;;
3616;Потаповская;»;»;54;19;;3;4;;;
3617;Ромашкина;»;»;42;29;;14;40;;;
3618;Маленькая;Ромашкина;»;4;11;;1;2;;;
3619;Гороховская;Ильяк;(лв);33;12;;—;—;;;
3620;Куль-Еган;»;»;20;29;;13;57;;;
3621;Окуневка;»;»;11;15;;1;6;;;
3622;Услы;протока Панковский Пасал;(пр);36;39;;6;15;;;
3623;протока Средн. Пасол;»;»;14;64;;—;—;;;
3624;протока без названия;протока Средн. Пасол;(лв);19;15;;—;—;;;
3625;Мишкин Еган;протока Панковский Пасал;(лв);10;23;;4;11;;;
3626;Панковский Еган;»;»;10;37;;4;14;;;
3627;протока Старица;Обь;(пр);1814;12;;—;—;;;
3628;протока Верх. Утаз;протока Старица;»;9;32;;—;—;;;
3629;протока Старица;протока Верх. Утаз;»;31;16;;—;—;;;
3630;Чебачья;протока Старица;»;11;41;;7;22;;;
3631;без названия;Чебачья;(лв);31;14;;2;2;;;
3632;без названия;»;(пр);14;13;;—;—;;;
3633;Трайгородская ;протока Верх. Утаз;»;22;186;3680;14;64;;;
3634;Вол-Еган;Трайгородская;(лв);186;59;559;7;20;;;
3635;без названия;Вол-Еган;»;39;16;;2;3;;;
3636;без названия;»;»;19;12;;—;—;;;
3637;без названия;»;(пр);17;10;;—;—;;;
3638;Ай-Чендых-Еган;»;»;2;20;;3;8;;;
3639;Ват-Еган;Трайгородская;»;186;133;950;16;76;;;
3640;Озерная;Ват-Еган;(лв);115;10;;1;2;;;
3641;Вянть-Кор;»;(пр);111;10;;3;5;;;
3642;Мал. Ват-Еган;»;(лв);102;10;;1;3;;;
3643;Чендых-Еган;»;»;34;23;;2;3;;;
3644;без названия;Трайгородская;»;170;11;;2;8;;;
3645;без названия;»;(пр);164;12;;4;9;;;
3646;Вон-Еган;»;(лв);132;22;;2;3;;;
3647;Сарамеев Игол;Трайгородская;(пр);110;12;;—;—;;;
3648;Ай-Еган;»;(лв);67;6;;—;—;;;
3649;Бол. Ай-Еган;Ай-Еган;»;6;23;;—;—;;;
3650;Мал. Ай-Еган;»;(пр);6;42;;—;—;;;
3651;Ларь-Еган;Обь;(лв);1808;216;3610;77;219;;;
3652;Нерум-Ях;Ларь-Еган;»;201;10;;6;14;;;
3653;Мин-Ях;»;(пр);192;23;;13;44;;;
3654;Копейкина;Мин-Ях;»;2;12;;11;22;;;
3655;Белая Вода;Ларь-Еган;(лв);182;16;;8;28;;;
3656;Сукача;»;»;167;12;;6;12;;;
3657;Елисеева;»;»;163;12;;7;10;;;
3658;Озерная;»;»;154;13;;8;15;;;
3659;Чебачья;»;(пр);154;30;;33;75;;;
3660;Запорная;»;(лв);129;52;380;46;104;;;
3661;Матюшкина;»;(пр);125;11;;2;6;;;
3662;Подушка;»;(лв);118;11;;3;4;;;
3663;Второй Сайм;»;(пр);101;16;;2;4;;;
3664;Колтогорская;»;(лв);76;52;452;5;15;;;
3665;Колтогорский развилок;Колтогорская;(пр);14;25;;9;16;;;
3666;Грузина;Ларь-Еган;(лв);64;32;;4;18;;;
3667;Медвежья;»;»;43;18;;1;3;;;
3668;Ларюшкина;»;»;26;29;;1;3;;;
3669;Бол. Окуневка;»;»;13;27;;4;15;;;
3670;без названия;»;(пр);9;11;;1;3;;;
3671;Окуневка;»;(лв);2;16;;1;5;;;
3672;протока Ниж. Утаз;Обь;(пр);1790;56;—;—;;;;
3673;протока без названия;протока Ниж. Утаз;(пр);31;33;;—;—;;;
3674;Бол. Окуневка;протока без названия № 3673;(пр);30;44;;2;12;;;
3675;Северная;протока без названия № 3673;(пр);2;57;854;9;34;;;
3676;протока Соловьева;Обь;(лв);1762;12;;—;—;;;
3677;Аленкин Еган;протока Соловьева;»;11;42;;9;27;;;
3678;Соснинский Еган;Обь;»;1753;120;1800;17;51;;;
3679;Мал. Еган;Соснинский Еган;»;113;20;;1;6;;;
3680;Кедровая;»;»;96;20;;8;22;;;
3681;Мал. Кедровая;Кедровая;»;3;12;;2;4;;;
3682;без названия;Соснинский Еган;»;88;15;;1;3;;;
3683;Мохтик;»;»;68;33;;9;40;;;
3684;без названия;Мохтик;»;22;11;;4;8;;;
3685;без названия;»;»;21;10;;4;20;;;
3686;Комсомольская;Соснинский Еган;(пр);53;31;;13;34;;;
3687;без названия;Комсомольская;»;15;13;;2;3;;;
3688;Окуневка;Соснинский Еган;»;46;14;;2;4;;;
3689;Мал. Речка;»;»;29;15;;—;—;;;
3690;Сарт-Еган;»;(лв);20;18;;2;4;;;
3691;протока Светлая;»;(пр);5;11;;—;—;;;
3692;протока Васькина;Обь;(лв);1751;12;;—;—;;;
VII. Бассейн р. Оби между устьями рр. Вах (вкл.) и р. Тром-Юган (вкл.);;;;;;;;;;;
3693;Вах;Обь;(пр);1730;964;76700;136;654;36077;3269;543-545
3694;Хвойный;Вах;(лв);941;9;;1;2;;;
3695;Лев. Вах;»;»;932;46;;4;16;;;
3696;Исток;Лев. Вах;(пр);16;15;;3;12;;;
3697;без названия;Исток;(лв);1;11;;—;—;;;
3698;Болотная;Лев. Вах;(лв);9;20;;—;—;;;
3699;Мал. Вах;Вах;(пр);918;90;1190;14;60;;;
3700;без названия;Мал. Вах;(лв);78;15;;3;10;;;
3701;Лев. Мал. Вах;»;»;50;18;;3;9;;;
3702;Еловая;»;(пр);42;24;;6;22;;;
3703;Собакина ;»;»;5;32;473;3;9;;;
3704;Мал. Собакина;Собакина;(лв);32;26;;1;2;;;
3705;Бол. Собакина;»;(пр);32;37;;6;18;;;
3706;Озерная;»;»;5;26;;6;24;;;
3707;Глубокая;Вах;(лв);905;10;;—;—;;;
3708;Проточная;»;(пр);896;11;;11;38;;;
3709;Тундровая;»;(пр);887;92;453;1;2;;;
3710;Мал. Тундровая;Тундровая;(лв);66;13;;1;4;;;
3711;без названия;»;»;64;8;;—;—;;;
3712;Ельцовая;Вах;»;882;17;;—;—;;;
3713;Лебединая;»;»;876;32;;4;28;;;
3714;Березовая;»;(пр);871;63;258;6;28;;;
3715;Кедровая;»;(лв);870;21;;—;—;;;
3716;без названия;Кедровая;(пр);11;11;;—;—;;;
3717;Лабазная;Вах;(лв);845;24;;3;18;;;
3718;Примычный;Лабазная;(пр);5;11;;—;—;;;
3719;Тоденокс;Вах;(лв);841;12;;1;3;;;
3720;Филькина;»;»;830;20;;—;—;;;
3721;Горельная;»;(пр);822;51;228;5;20;;;
3722;Сугмутун;»;»;820;62;346;4;21;;;
3723;без названия;Сугмутун;»;14;12;;—;—;;;
3724;Тыньяр-Еган;Вах;»;815;20;;2;9;;;
3725;Алсус-Еган;»;(лв);804;26;;1;3;;;
3726;Сугмутун-Еган;»;(пр);780;122;1150;14;52;;;
3727;Еловая;Сугмутун-Еган;»;79;13;;1;2;;;
3728;без названия;»;(лв);70;12;;—;—;;;
3729;Песчанка;»;(пр);64;30;;2;8;;;
3730;Лиль-Еган;»;»;20;36;;2;10;;;
3731;Сац-Еган;Вах;(лв);779;18;;4;7;;;
3732;Асес-Еган ;»;»;744;28;2950;10;27;;;
3733;Бол. Асес-Еган;Асес-Еган;(лв);28;93;1380;21;86;;;
3734;Кор-Еган;Бол. Асес-Еган;»;68;10;;—;—;;;
3735;Глухариная;»;»;62;22;;10;36;;;
3736;Сес-Игол;»;»;50;28;;5;13;;;
3737;Мал. Сес-Игол;Сес-Игол;»;5;10;;—;—;;;
3738;Бол. Сес-Игол;Бол. Асес-Еган;»;30;31;;18;32;;;
3739;Игол;»;»;25;31;;5;14;;;
3740;Игол-Ту;Игол;(пр);9;18;;15;14;;;
3741;Сес;Бол. Асес-Еган;(лв);15;16;;3;8;;;
3742;Корпут;Сес;»;1;10;;1;1;;;
3743;Мал. Асес-Еган (Заломная);Асес-Еган;(пр);28;95;1060;25;110;;;
3744;Ягодная;Мал. Асес-Еган;»;72;11;;—;—;;;
3745;Сборная;»;»;66;16;;2;5;;;
3746;Кедровая;»;(лв);51;22;;8;33;;;
3747;Топкая ;»;»;45;13;;1;2;;;
3748;Стрелка;»;»;41;14;;—;—;;;
3749;Овражная;»;»;32;17;;6;22;;;
3750;без названия;»;(пр);24;11;;3;12;;;
3751;Болотный;»;(лв);23;10;;1;4;;;
3752;Поперечный;»;»;17;11;;2;8;;;
3753;без названия;Асес-Еган;(пр);11;13;;1;5;;;
3754;Засольная;»;(лв);4;44;;8;26;;;
3755;Игол 1-й;»;»;3;24;;10;27;;;
3756;Мал. Игол;Вах;»;712;11;;—;—;;;
3757;Лолох-Лиль-То;Мал. Игол;»;1;11;;1;2;;;
3758;Колыв-Еган;Вах;(пр);702;10;;1;2;;;
3759;Комсес-Еган;»;(лв);695;54;877;24;75;;;
3760;Пьюкин-Еган;Комсес-Еган;»;26;31;;4;16;;;
3761;Оккын-Игол;Пьюкин-Еган;»;18;13;;3;9;;;
3762;Пехгыщ-Пелик-Игол;Пьюкин-Еган;(лв);11;19;;3;6;;;
3763;Бол. Мулька;Комсес-Еган;»;14;32;;9;20;;;
3764;Мал. Мулька;Комсес-Еган;»;9;29;;2;4;;;
3765;Полу-Игол;Вах;(пр);683;15;;—;—;;;
3766;Варен-Еган;»;(лв);668;19;;3;8;;;
3767;Кыс-Еган;»;(пр);662;205;5600;14;58;;;
3768;Эмтер-Игол;Кыс-Еган;(лв);186;24;;1;2;;;
3769;Ай-Кыс-Еган;»;(пр);166;45;;4;28;;;
3770;Сакальтяр-Игол;»;»;164;57;550;3;9;;;
3771;Ай-Сакальтяр-Игол;Сакальтяр-Игол;»;25;27;;2;14;;;
3772;Шаталька-Игол;Кыс-Еган;»;136;21;;1;4;;;
3773;Лекос;»;»;124;115;951;9;39;;;
3774;без названия;Лекос;»;82;14;;1;4;;;
3775;Лабандарен;»;(лв);61;28;;4;26;;;
3776;Нельчав-Игол;»;(пр);54;14;;2;2;;;
3777;Полька;Кыс-Еган;»;68;62;451;3;9;;;
3778;Екон-Игол;Полька;(лв);45;12;;—;—;;;
3779;без названия;»;»;43;14;;—;—;;;
3780;Нюрлики;Кыс-Еган;(пр);48;70;553;4;21;;;
3781;без названия;Нюрлики;»;56;11;;2;10;;;
3782;без названия;»;»;42;15;;—;—;;;
3783;Окум-Нюрлики;»;(лв);14;16;;3;4;;;
